show_id,type,title,director,cast,country,date_added,release_year,age_rating,movie_runtime,genre,IMDB Rating,description
s6008,Movie,3 Deewarein,Nagesh Kukunoor,"Naseeruddin Shah, Jackie Shroff, Juhi Chawla, Nagesh Kukunoor, Gulshan Grover, Aditya Lakhia, Shri Vallabh Vyas",,31-Dec-19,2003,TV-MA,121 min,"Dramas, International Movies, Thrillers",,"A reporter interviews three convicts on death row for a documentary but as their stories emerge, so do her own true motivations for soliciting them."
s6009,Movie,3 Generations,Gaby Dellal,"Elle Fanning, Naomi Watts, Susan Sarandon, Tate Donovan, Linda Emond, Jordan Carlos, Sam Trammell, Maria Dizzia, Tessa Albertson",United States,28-Aug-17,2015,PG-13,92 min,"Dramas, LGBTQ Movies",,"When teenage Ray begins transitioning from female to male, his single mom and grandmother must cope with the change while tracking down his father."
s6010,Movie,3 Heroines,Iman Brotoseno,"Reza Rahadian, Bunga Citra Lestari, Tara Basro, Chelsea Islan",Indonesia,5-Jan-19,2016,TV-PG,124 min,"Dramas, International Movies, Sports Movies",,Three Indonesian women break records by becoming the first of their nation to medal in archery at the Seoul Olympics in the summer of 1988.
s1115,Movie,3 Idiots,Rajkumar Hirani,"Aamir Khan, Kareena Kapoor, Madhavan, Sharman Joshi, Omi Vaidya, Boman Irani, Mona Singh, Javed Jaffrey",India,1-Apr-21,2009,PG-13,164 min,"Comedies, Dramas, International Movies",8,"While attending one of India's premier colleges, three miserable engineering students and best friends struggle to beat the school's draconian system."
tm852207,Movie,3 Logical Exits,,,"['LB', 'GB', 'DK']",,2020,,15 min,['documentation'],,"A sociological meditation on the different ""exits"" that young Palestinians choose, in order to cope with life in the refugee camps."
tm1822,Movie,3 Ninjas Kick Back,,,"['US', 'JP']",,1994,PG,93 min,"['action', 'comedy', 'family', 'sport']",5.5,"During a championship baseball match, the three brothers hear that their grandfather in Japan is in trouble, and head out to help him, conceding the match. When they arrive in Japan, they must use all their powers to defend him against his ancient enemy, who has returned to exact revenge."
s6011,Movie,3 Seconds Divorce,Shazia Javed,,Canada,15-Jun-19,2018,TV-PG,53 min,"Documentaries, Faith & Spirituality",,"A Muslim women's activist group in India protests against oral divorces, starting a movement to reclaim their religious and constitutional rights."
s5665,Movie,3 Türken & ein Baby,Sinan Akkuş,"Kostja Ullmann, Eko Fresh, Kida Khodr Ramadan, Sabrina Klüber, Sami Nasser, Kayla Rybicka, Jytte-Merle Böhrnsen, Emrah Erdogru, Tim Grothe, Hülya Duyar",Germany,15-Dec-16,2015,TV-MA,93 min,"Comedies, International Movies",,The lives of three dissatisfied brothers running a family bridal shop turn topsy-turvy when one of them has to care for his ex-girlfriend's baby.
s6012,Movie,30 Days of Luxury,Hani Hamdi,"Taher Farouz, Sad Al-Saghir, Ahmad Faloks, Soleiman Eid, Mahmood El-Laithi, Hesham Ismail, Shaima Saif, Nermin Maher, Sofinar",Egypt,18-Apr-19,2016,TV-14,91 min,"Comedies, International Movies",,"With the help of his friends, a man breaks out of prison in hopes of restoring a lively nightclub."
s6013,Movie,30 Minutes or Less,Ruben Fleischer,"Jesse Eisenberg, Danny McBride, Aziz Ansari, Nick Swardson, Dilshad Vadsaria, Michael Peña, Bianca Kajlich, Fred Ward",United States,1-Jan-21,2011,R,83 min,"Action & Adventure, Comedies",,Two crooks planning a bank heist wind up abducting a pizza delivery driver and force him to commit the robbery — with a strict time limit.
s6014,Movie,300 Miles to Heaven,Maciej Dejczer,"Krzysztof Stroiński, Andrzej Mellin, Adrianna Biedrzyńska, Adrianna Biedrzyńska, Rafał Zimowski, Kama Kowalewska, Wiesław Komasa, Aleksander Bednarz, Jadwiga Jankowska-Cieslak, Wojciech Klata","Denmark, France, Poland",1-Oct-19,1989,TV-14,93 min,"Dramas, International Movies",,"Hoping to help their dissident parents, two brothers sneak out of Poland and land as refugees in Denmark, where they are prevented from returning home."
tm224275,Movie,3000 Nights,,,"['QA', 'PS', 'AE', 'FR', 'JO', 'LB']",,2015,,103 min,['drama'],6.1,"A young Palestinian schoolteacher gives birth to her son in an Israeli prison where she fights to protect him, survive and maintain hope."
s2413,Movie,365 Days,"Barbara Białowąs, Tomasz Mandes","Anna-Maria Sieklucka, Michele Morrone, Bronisław Wrocławski, Otar Saralidze, Magdalena Lamparska, Natasza Urbańska, Grażyna Szapołowska, Tomasz Stockinger, Gianni Parisi, Mateusz Łasowski",Poland,7-Jun-20,2020,TV-MA,114 min,"Dramas, International Movies, Romantic Movies",7,"A fiery executive in a spiritless relationship falls victim to a dominant mafia boss, who imprisons her and gives her one year to fall in love with him."
tm1191224,Movie,365 Days: This Day,,,['PL'],,2022,,111 min,"['romance', 'drama']",5.6,"Laura and Massimo are back and hotter than ever. But the reunited couple's new beginning is complicated by Massimo’s family ties and a mysterious man who enters Laura’s life to win her heart and trust, at any cost."
s2971,Movie,37 Seconds,Hikari,"Mei Kayama, Misuzu Kanno, Shunsuke Daitoh, Makiko Watanabe, Yoshihiko Kumashino, Minori Hagiwara, Shohei Uno, Yuka Itaya, Kiyohiko Shibukawa, Eita Okuno, Haruka Imou, Toshinori Omi",Japan,31-Jan-20,2020,TV-MA,116 min,"Dramas, International Movies",,"Trapped by society and familial obligations, a young manga artist goes on an unconventional journey for sexual freedom and personal liberation."
tm450095,Movie,37 Seconds,,,['JP'],,2019,,115 min,['drama'],7.4,"In 37 Seconds, 23-year-old comic book artist Yuma, physically disabled due to profound cerebral palsy and emotionally stunted by her well-meaning but overly protective mother, forges her own unusual path to sexual awakening and independence while at the same time discovering love and forgiveness."
tm460360,Movie,4 latas,,,"['FR', 'ES']",,2019,,105 min,"['drama', 'comedy', 'european']",5.8,"To find Joseba, a dying friend, and see him reunite with his daughter Ely, two old friends, Jean Pierre and Tocho, embark with her on a road trip through the Sahara desert, from Spain to Mali."
tm993790,Movie,40 Love,,,"['US', 'MX']",,2021,R,98 min,['comedy'],3,"Beek, a 22 year-old statistics wiz, believes his Moneyball-esque skills can help rising tennis star Lois Kuzenkova win the U.S. Open."
s1666,Movie,40 Sticks,Victor Gatonye,"Robert Agengo, Mwaura Bilal, Andreo Kamau, Cajetan Boy, Arabron Nyyeneque, Shiviske Shivisi, Xavier Ywaya",Kenya,20-Nov-20,2019,TV-14,93 min,"International Movies, Thrillers",6,"When their prison bus crashes in a forest on a rainy night, a group of criminals finds themselves battling wild animals and a mysterious killer."
tm1162608,Movie,40 Years Young,,,['MX'],,2022,,81 min,['comedy'],5.9,"After turning 40, César is invited to a culinary contest in Cancún, but a bitter discovery threatens to destroy his family as well as his chances to win the competition."
s6015,Movie,42 Grams,Jack C. Newell,Jake Bickelhaupt,United States,1-Feb-18,2017,TV-MA,81 min,Documentaries,,"After launching a successful underground restaurant out of their apartment, an ambitious chef and his wife open an all-consuming upscale eatery."
s5116,Movie,48 Christmas Wishes,"Marco Deufemia, Justin G. Dyck","Khiyla Aynne, Noah Dyer, Maya Franzoi, Clara Kushnir, Madeline Leon, Liam MacDonald, Matt Schichter, Ethan Yang, Adam Crew",Canada,20-Dec-17,2017,TV-G,84 min,"Children & Family Movies, Comedies",5.5,"When a small town's letters to Santa accidentally go up in smoke, two elves venture out of the North Pole to retrieve every missing wish."
tm421855,Movie,4K Fireplace,,,['US'],,2015,G,181 min,"['family', 'reality']",6.8,"Enjoy this crackling fireplace during a holiday party or a cozy night in. Shot in stunning 4K Ultra HD, this music-free fireplace video flickers, crackles and adds warmth to any room. Loop video playback for continuous enjoyment."
s3669,Movie,4L,Gerardo Olivares,"Jean Reno, Hovik Keuchkerian, Susana Abaitua, Juan Dos Santos, Arturo Valls, Enrique San Francisco, Francesc Garrido, Eric Nguyen",Spain,12-Jul-19,2019,TV-MA,105 min,"Comedies, Dramas, Independent Movies",,"Hoping to reunite with a dying friend, two longtime pals re-create their desert road trip from Spain to Mali, bringing along his estranged daughter."
s6016,Movie,4th Man Out,Andrew Nackman,"Evan Todd, Parker Young, Chord Overstreet, Jon Gabrus, Kate Flannery, Brooke Dillman, Jennifer Damiano, Jordan Lane Price, Alex Rennie, Jake Epstein",United States,5-May-16,2015,NR,86 min,"Comedies, LGBTQ Movies",,"A young mechanic comes out to his extremely straight best friends. Once they get used to the idea, they're determined to help him find the right guy."
s2388,Movie,4th Republic,Ishaya Bako,"Kate Henshaw-Nuttal, Enyinna Nwigwe, Linda Ejiofor, Yakubu Mohammed, Bimbo Manuel, Sani Mu’azu, Emil Hirai-Garuba, Rekiya Ibrahim Atta",Nigeria,13-Jun-20,2019,TV-MA,120 min,"Dramas, International Movies, Thrillers",8,"After the election-night murder of her campaign manager at a polling site, a gubernatorial candidate challenges the corrupt incumbent's victory."
s6017,Movie,5 Cowok Jagoan,Anggy Umbara,"Ario Bayu, Arifin Putra, Dwi Sasono, Muhadkly Acho, Cornelio Sunny, Tika Bravani, Nirina Zubir, Ganindra Bimo, Verdi Solaiman",,5-Jan-19,2017,TV-MA,106 min,"Action & Adventure, Comedies, International Movies",,Yanto asks his friends to help save a girlfriend who was kidnapped by a mobster. Silly slapstick and campy crimefighting ensues.
s4001,Movie,5 Flights Up,Richard Loncraine,"Josh Pais, Claire van der Boom, Morgan Freeman, Diane Keaton, Carrie Preston, Cynthia Nixon, Korey Jackson, Diane Ciesla, Michael Cristofer",United States,17-Mar-19,2014,PG-13,92 min,"Comedies, Dramas, Independent Movies",,"A couple finds unexpected drama when, after 40 years of living in the same Brooklyn walk-up, they attempt to sell their apartment and buy a new one."
s4316,Movie,5 Star Christmas,Marco Risi,"Massimo Ghini, Ricky Memphis, Martina Stella, Ralph Palka, Biagio Izzo, Riccardo Rossi, Paola Minaccioni",Italy,7-Dec-18,2018,TV-14,96 min,"Comedies, International Movies",4.2,"When the Italian prime minister meets his lover and political rival while on an official trip to Budapest during Christmas week, things go topsy-turvy."
s6018,Movie,5 to 7,Victor Levin,"Anton Yelchin, Bérénice Marlohe, Olivia Thirlby, Lambert Wilson, Frank Langella, Glenn Close",United States,16-Mar-17,2014,R,97 min,"Comedies, Dramas, Romantic Movies",,A young novelist's life is turned upside down when a chance encounter outside a New York hotel leads to an intense affair with a diplomat's wife.
s6019,Movie,50 First Dates,Peter Segal,"Adam Sandler, Drew Barrymore, Rob Schneider, Sean Astin, Lusia Strus, Dan Aykroyd, Amy Hill, Allen Covert, Blake Clark, Maya Rudolph",United States,1-Dec-20,2004,PG-13,99 min,"Comedies, Romantic Movies",,"After falling for a pretty art teacher who has no short-term memory, a marine veterinarian has to win her over again every single day."
s6020,Movie,50/50,Jonathan Levine,"Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick, Bryce Dallas Howard, Anjelica Huston, Serge Houde, Andrew Airlie, Matt Frewer, Philip Baker Hall, Marie Avgeropoulos, Jessica Parker Kennedy",United States,1-Jun-19,2011,R,100 min,"Comedies, Dramas, Independent Movies",,An otherwise healthy twentysomething has a comically early midlife crisis when he gets slapped with a cancer diagnosis and a 50-50 chance of survival.
s6021,Movie,5CM,Rizal Mantovani,"Herjunot Ali, Raline Shah, Fedi Nuril, Pevita Pearce, Saykoji, Denny Sumargo, Didi Petet, Firrina Sinatrya",Indonesia,28-Sep-18,2012,TV-14,126 min,"Dramas, International Movies",,"Five friends embark on a mission to climb the highest peak in Java, overcoming obstacles on the way and discovering the true meaning of friendship."
s2625,Movie,5Gang,Matei Dima,"Andrei Selaru, Dorian Popa, Julia Marcan, Ana Radu, Cosmin Nedelcu, Diana Condurache, Andrei Gavril, Luca Bogdan",Romania,27-Apr-20,2019,TV-14,96 min,"Comedies, International Movies",,"To keep the band together, Selly tries to earn money by making an appearance at the birthday party of a mobster's daughter — until he gets kidnapped."
s4935,Movie,6 Balloons,Marja Lewis Ryan,"Abbi Jacobson, Dave Franco, Jane Kaczmarek, Tim Matheson, Charlotte Carel, Madeline Carel, Maya Erskine, Dawan Owens, Jen Tullock",United States,6-Apr-18,2018,TV-MA,75 min,"Dramas, Independent Movies",6.1,A loyal sister struggles to stay afloat while driving her heroin-addicted brother to a detox center and looking after his 2-year-old daughter.
s559,Movie,6 Bullets,Ernie Barbarash,"Jean-Claude Van Damme, Joe Flanigan, Anna-Louise Plowman, Charlotte Beaumont, Steve Nicolson, Uriel Emil, Louis Dempsey, Mark Lewis, Kristopher Van Varenberg, Bianca Brigitte VanDamme",United States,1-Jul-21,2012,R,115 min,Action & Adventure,6,A former mercenary is lured back into the dangerous business of finding missing children when the daughter of a mixed martial arts champ is kidnapped.
s6022,Movie,6 Days,Toa Fraser,"Jamie Bell, Abbie Cornish, Mark Strong, Martin Shaw, Ben Turner, Aymen Hamdouchi, Tim Pigott-Smith, Robert Portal, Colin Garlick, Andrew Grainger, Martin Hancock, Emun Elliott","New Zealand, United Kingdom",8-Feb-18,2017,R,94 min,"Action & Adventure, Dramas, International Movies",,"When armed gunmen seize the Iranian Embassy in 1980, a tense six-day standoff ensues while elite British soldiers prepare for a dangerous raid."
s3151,Movie,6 Underground,Michael Bay,"Ryan Reynolds, Mélanie Laurent, Corey Hawkins, Dave Franco, Adria Arjona, Manuel Garcia-Rulfo, Ben Hardy, Lior Raz, Payman Maadi, Yuri Kolokolnikov, Kim Kold",United States,13-Dec-19,2019,R,129 min,"Action & Adventure, Dramas",6.3,"After faking his death, a tech billionaire recruits a team of international operatives for a bold and bloody mission to take down a brutal dictator."
s5899,Movie,6 Years,Hannah Fidell,"Taissa Farmiga, Ben Rosenfield, Lindsay Burdge, Joshua Leonard, Jennifer Lafleur, Peter Vack, Dana Wheeler-Nicholson, Jason Newman, Molly McMichael",United States,8-Sep-15,2015,TV-MA,80 min,"Dramas, Independent Movies, Romantic Movies",5.4,"As a volatile young couple who have been together for six years approach college graduation, unexpected career opportunities threaten their future."
s6023,Movie,6-5=2,Bharat Jain,"Prashantt Guptha, Gaurav Paswala, Gaurav Kothari, Disha Kapoor, Niharica Raizada, Ashrut Jain, Darshan Machamada",India,1-Nov-17,2014,TV-MA,103 min,"Horror Movies, International Movies, Thrillers",,"Six friends decide to undertake a grueling mountain trek, only to find that the difficulties in store for them are not merely physical."
s6024,Movie,68 Kill,Trent Haaga,"Matthew Gray Gubler, AnnaLynne McCord, Alisha Boe, Sheila Vand, Sam Eidson, James Moses Black, Ajay Mehta, Michael Beasley, David Maldonado, Hallie Grace Bradley, Peter Jaymes Jr., Eric Podnar, Lucy Faust",United States,1-Sep-19,2017,R,96 min,"Comedies, Independent Movies, Thrillers",,A hapless guy agrees to help his stunning – but psychotic – girlfriend rob her loathsome sugar daddy in a scheme as ill-conceived as it is violent.
s5744,Movie,7 años,Roger Gual,"Paco León, Juana Acosta, Juan Pablo Raba, Alex Brendemühl, Manuel Morón",Spain,27-Oct-16,2016,TV-MA,77 min,"Dramas, International Movies",,Loyalties are tested and cruelties revealed when four business partners spend a tense evening debating who will pay for the crime they committed.
s6026,Movie,7 Din Mohabbat In,"Meenu Gaur, Farjad Nabi","Mahira Khan, Sheheryar Munawar, Javed Sheikh, Hina Dilpazeer, Amna Ilyas, Mira Sethi, Rimal Ali, Salahuddin Tunio, Aamir Qureshi, Adnan Shah",Pakistan,15-May-19,2018,TV-PG,137 min,"Comedies, International Movies, Music & Musicals",,"Given just seven days by a genie to find a girl who will fall for him, a nerdy young man embarks on a madcap and messy search for his would-be wife."
